"Problem","DateModified","Initials","SequenceNumber","NEWLOC","MAPLOC","DEPOSIT","Latitude","Longitude","Location_type","DMSLAT","DMSLONG","24kquad","100kQuad","CountyName","LandOwner","FSAgencyName","OrangeNum","1x2degreeQuadrangle","lon_WGS84","lat_WGS84","TOWNSHIP","RANGE","SECTION","QSECTION","OBJECTID","ZIP_CODE","Mining_District","Hard_File"
,,,"CH0157","CH0157"," 157","Purple Spar No. 4 Lode",44.8456,-114.5325,0,445044,1143157,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Challis NF","138","CH",-114.533280295,44.84543859199999,"017N","016E",1,"ALL",869,83469,"","NO"
,,,"CH0158","CH0158"," 158","Lucky Herb Prospect",44.845,-114.5253,0,445042,1143131,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Challis NF","139","CH",-114.526080084,44.8448386451,"017N","016E",1,"ALL",870,83469,"","NO"
,,,"CH0159","CH0159"," 159","Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)",44.8319,-114.5117,0,444955,1143042,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Challis NF","140","CH",-114.512479523,44.83173882529999,"017N","017E",6,"SW",871,83469,"Gravel Range","NO"
,,,"CH0160","CH0160"," 160","Antler Ridge Lode (Duck Creek Group)",44.86139,-114.50806,0,445143,1143029,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","143","CH",-114.508839818,44.8612286542,"018N","017E",30,"ALL",872,83469,"Gravel Range","NO"
,,,"CH0161","CH0161"," 161","Little Big Lead Prospect",44.8578,-114.4967,0,445128,1142948,"MEYERS COVE POINT","CHALLIS ","LEMHI","Private","Salmon NF","144","CH",-114.497479449,44.8576387555,"018N","017E",29,"ALL",873,83469,"Gravel Range","NO"
,,,"CH0162","CH0162"," 162","Bear Trap Lode Mine (Lode No. 4; Beartrap)",44.85472,-114.49528,0,445117,1142943,"MEYERS COVE POINT","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","145","CH",-114.496059367,44.8545587856,"018N","017E",29,"ALL",874,83469,"Gravel Range","NO"
,,,"CH0163","CH0163"," 163","North Vein Mine (North Pit)",44.85556,-114.49833,0,445120,1142954,"MEYERS COVE POINT","CHALLIS ","LEMHI","U.S. Forest Service",,"146","CH",-114.499109464,44.8553987592,"018N","017E",29,"ALL",875,83469,"Gravel Range","NO"
,,,"CH0164","CH0164"," 164","Big Lead Lode Mine",44.85389,-114.50389,0,445114,1143014,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service",,"147","CH",-114.504669599,44.8537287323,"018N","017E",30,"ALL",876,83469,"Gravel Range","NO"
,,,"CH0165","CH0165"," 165","Morning Sun Lode (Seaforth Mine)",44.8528,-114.5147,0,445110,1143053,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","150","CH",-114.51547989,44.8526386657,"018N","017E",31,"ALL",877,83469,"Gravel Range","NO"
,,,"CH0166","CH0166"," 166","Powderhouse Lead Lode (Lode No. 8)",44.8522,-114.5044,0,445108,1143016,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service",,"151","CH",-114.505179591,44.85203874,"018N","017E",31,"ALL",878,83469,"Gravel Range","NO"
,,,"CH0167","CH0167"," 167","Meyers Cove Fluorspar",44.8533,-114.4997,0,445112,1142959,"MEYERS COVE POINT","CHALLIS ","LEMHI","U.S. Forest Service",,"518","CH",-114.500479473,44.85313876479999,"018N","017E",32,"ALL",879,83469,"Gravel Range","NO"
,,,"CH0168","CH0168"," 168","South Vein (South Lead Lode; Vein No. 3)",44.8533,-114.4897,0,445112,1142923,"MEYERS COVE POINT","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","149","CH",-114.49047919,44.8531388331,"018N","017E",32,"ALL",880,83469,"Gravel Range","NO"
,,,"CH0169","CH0169"," 169","Anderson Lode Mine",44.85139,-114.5,0,445105,1142960,"MEYERS COVE POINT","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","152","CH",-114.500779455,44.8512287754,"018N","017E",32,"ALL",881,83469,"Gravel Range","NO"
,,,"CH0170","CH0170"," 170","Crystle No. 1 Lode (Crystle Nos. 1-17, 23-26)",44.8483,-114.5067,0,445054,1143024,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","154","CH",-114.507479603,44.84813875019999,"018N","017E",31,"ALL",882,83469,"Gravel Range",
,,,"CH0171","CH0171"," 171","M and M Mine",44.84944,-114.50278,0,445058,1143010,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","153","CH",-114.503559508,44.84927876939999,"018N","017E",32,"ALL",883,83469,"Gravel Range","NO"
,,,"CH0172","CH0172"," 172","Chamac Camp Lode Mine (Fluorspar Gulch)",44.8431,-114.5089,0,445035,1143032,"MEYERS COVE","CHALLIS ","LEMHI","U.S. Forest Service","Salmon NF","155","CH",-114.509679595,44.8429387698,"018N","017E",31,"ALL",884,83469,"Gravel Range","NO"
,,,"CH0173","CH0173"," 173","Hardscrabble Mine (Hard Scrabble)",44.6336,-115.1244,0,443801,1150728,"LITTLE SOLDIER MTN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","619","CH",-115.125194064,44.6334359743,"015N","011E",16,"ALL",885,83278,"Seafoam","NO"
,,,"CH0174","CH0174"," 174","Outlook Claim",44.6306,-115.1314,0,443750,1150753,"ARTILLERY DOME","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","620","CH",-115.132194219,44.6304359471,"015N","011E",16,"ALL",886,83278,"Seafoam","NO"
,,,"CH0175","CH0175"," 175","Ramshorn Mine",44.6231,-115.1303,0,443723,1150749,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","181","CH",-115.131094086,44.6229360085,"015N","011E",21,"ALL",887,83278,"Seafoam","NO"
,,,"CH0176","CH0176"," 176","West Side Claim",44.6164,-115.1342,0,443659,1150803,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","623","CH",-115.134994104,44.6162360294,"015N","011E",21,"ALL",888,83278,"Seafoam","NO"
,,,"CH0177","CH0177"," 177","Columbus Claim",44.6175,-115.1164,0,443703,1150659,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","622","CH",-115.11719362,44.6173361452,"015N","011E",22,"ALL",889,83278,"Seafoam","NO"
,,,"CH0178","CH0178"," 178","Chuck Creek",44.5847,-115.1683,0,443505,1151006,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","647","CH",-115.169094626,44.584536021,"014N","011E",6,"ALL",890,83278,"Seafoam","NO"
,,,"CH0179","CH0179"," 179","Republican Group Mine",44.5917,-115.1547,0,443530,1150917,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","Private","Challis NF","644","CH",-115.155494341,44.5915360649,"015N","011E",32,"SW",891,83278,"Seafoam","NO"
,,,"CH0180","CH0180"," 180","Bulldog Prospect (Ivanhoe)",44.59042,-115.15061,3,443526,1150902,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","646","CH",-115.151404209,44.59025610259999,"015N","011E",32,"ALL",892,83278,"Seafoam","YES"
,,,"CH0181","CH0181"," 181","Unnamed prospect",44.5811,-115.1578,0,443452,1150928,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.158594283,44.5809361201,"014N","011E",5,"ALL",893,83278,"Seafoam","NO"
,,,"CH0182","CH0182"," 182","Capitol State Claim",44.5806,-115.1544,0,443450,1150916,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","648","CH",-115.155194181,44.58043614739999,"014N","011E",5,"ALL",894,83278,"Seafoam","NO"
,,,"CH0183","CH0183"," 183","Unnamed prospect",44.5756,-115.1461,0,443432,1150846,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.146893881,44.5754362414,"014N","011E",5,"ALL",895,83278,"Seafoam","NO"
,,,"CH0184","CH0184"," 184","Dowling Quartz Prospect",44.5928,-115.1308,0,443534,1150751,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","643","CH",-115.131593687,44.59263622309999,"015N","011E",33,"ALL",896,83278,"Seafoam","NO"
,,,"CH0185","CH0185"," 185","Porphyry Peak Claim",44.585,-115.1386,0,443506,1150819,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","649","CH",-115.139393799,44.58483622529999,"014N","011E",5,"NE",897,83278,"Seafoam","NO"
,,,"CH0186","CH0186"," 186","Unnamed prospect",44.5847,-115.1289,0,443505,1150744,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","653","CH",-115.129693524,44.5845362949,"014N","011E",4,"ALL",898,83278,"Seafoam","NO"
,,,"CH0187","CH0187"," 187","Unnamed prospect",44.5819,-115.1239,0,443455,1150726,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.124693346,44.5817363499,"014N","011E",4,"ALL",899,83278,"Seafoam","NO"
,,,"CH0188","CH0188"," 188","Unnamed prospect",44.58,-115.1264,0,443448,1150735,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.12719339,44.5798363463,"014N","011E",4,"ALL",900,83278,"Seafoam","NO"
,,,"CH0189","CH0189"," 189","Unnamed prospects",44.5792,-115.1214,0,443445,1150717,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","651","CH",-115.122193239,44.57903638689999,"014N","011E",4,"ALL",901,83278,"Seafoam","NO"
,,,"CH0190","CH0190"," 190","Greyhound Mine",44.57706,-115.12762,3,443437,1150739,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","Private","Challis NF","650","CH",-115.128413384,44.5768963592,"014N","011E",4,"SE",902,83278,"Seafoam","YES"
,,,"CH0191","CH0191"," 191","General Grant Claim (Greyhound Group)",44.5756,-115.1175,0,443432,1150703,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","652","CH",-115.118293081,44.5754364401,"014N","011E",3,"ALL",903,83278,"Seafoam","NO"
,,,"CH0192","CH0192"," 192","Brown Bear Prospect",44.5967,-115.1097,0,443548,1150635,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","624","CH",-115.11049315,44.5965363415,"015N","011E",34,"ALL",904,83278,"Seafoam","NO"
,,,"CH0193","CH0193"," 193","Moonshine Prospect",44.5931,-115.1086,0,443535,1150631,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","640","CH",-115.10939307,44.5929363751,"015N","011E",34,"ALL",905,83278,"Seafoam","NO"
,,,"CH0194","CH0194"," 194","Opal Creek Placer",44.5931,-115.0781,0,443535,1150441,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","641","CH",-115.078892216,44.59293658679999,"015N","011E",35,"ALL",906,83278,"Seafoam","NO"
,,,"CH0195","CH0195"," 195","Old Tracy",44.5864,-115.0769,0,443511,1150437,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.077692092,44.5862366436,"015N","011E",36,"ALL",907,83278,"Seafoam","NO"
,,,"CH0196","CH0196"," 196","Shiney B No. 13",44.5842,-115.0736,0,443503,1150425,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.07439197,44.5840366824,"014N","011E",1,"ALL",908,83278,"Seafoam","NO"
,,,"CH0197","CH0197"," 197","Unnamed prospects",44.5681,-115.1142,0,443405,1150651,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.114992887,44.56793651749999,"014N","011E",10,"ALL",909,83278,"Seafoam","NO"
,,,"CH0198","CH0198"," 198","Josephus Silver Claim",44.5525,-115.1431,0,443309,1150835,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.143893483,44.55233643059999,"014N","011E",17,"ALL",910,83278,"Seafoam","NO"
,,,"CH0199","CH0199"," 199","Josephus Group (Float Creek Claims)",44.54694,-115.14056,3,443249,1150826,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","656","CH",-115.141353336,44.54677648889999,"014N","011E",17,"ALL",911,83278,"Seafoam","YES"
,,,"CH0200","CH0200"," 200","Silver Bell Extension (Burns Property; Lakeview Prospect; Parkin Group)",44.5417,-115.1422,0,443230,1150832,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","657","CH",-115.142993311,44.5415365159,"014N","011E",20,"ALL",912,83278,"Seafoam","NO"
,,,"CH0201","CH0201"," 201","Silver Bell Group (Burns Group; Lucky Boy; Day No. 1)",44.53796,-115.13699,3,443217,1150813,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","662","CH",-115.137783115,44.5377965795,"014N","011E",21,"ALL",913,83278,"Seafoam","YES"
,,,"CH0202","CH0202"," 202","Mountain Dew Claim",44.5319,-115.1383,0,443155,1150818,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.139093069,44.531736615,"014N","011E",21,"ALL",914,83278,"Seafoam","NO"
,,,"CH0203","CH0203"," 203","Unnamed prospect",44.5508,-115.1222,0,443303,1150720,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","658","CH",-115.122992876,44.5506365882,"014N","011E",16,"ALL",915,83278,"Seafoam","NO"
,,,"CH0204","CH0204"," 204","Hi-Moon Claims",44.5472,-115.1153,0,443250,1150655,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.116092634,44.5470366624,"014N","011E",15,"ALL",916,83278,"Seafoam","NO"
,,,"CH0205","CH0205"," 205","Unnamed prospect",44.5447,-115.0969,0,443241,1150549,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","660","CH",-115.097692085,44.54453680829999,"014N","011E",14,"ALL",917,83278,"Seafoam","NO"
,,,"CH0206","CH0206"," 206","Colleen Group",44.5428,-115.1153,0,443234,1150655,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","663","CH",-115.116092574,44.5426366946,"014N","011E",15,"ALL",918,83278,"Seafoam","NO"
,,,"CH0207","CH0207"," 207","Colleen No. 10",44.5403,-115.1219,0,443225,1150719,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.122692725,44.54013666709999,"014N","011E",21,"ALL",919,83278,"Seafoam","NO"
,,,"CH0208","CH0208"," 208","Clark Colleen Claims (Collister Property)",44.5383,-115.11,0,443218,1150636,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","664","CH",-115.110792365,44.53813676439999,"014N","011E",22,"ALL",920,83278,"Seafoam","NO"
,,,"CH0209","CH0209"," 209","Star Mine (Seagraves Mine; Lone Star Mine; Silver King Prospect; Grey Eagle Mine)",44.53691,-115.12361,3,443213,1150725,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","659","CH",-115.124402727,44.53674668009999,"014N","011E",21,"ALL",921,83278,"Seafoam","YES"
,,,"CH0210","CH0210"," 210","Unnamed prospect",44.5328,-115.1169,0,443158,1150701,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.117692483,44.5326367569,"014N","011E",22,"ALL",922,83278,"Seafoam","NO"
,,,"CH0211","CH0211"," 211","Unnamed prospect",44.5342,-115.1142,0,443203,1150651,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.114992427,44.53403676529999,"014N","011E",22,"ALL",923,83278,"Seafoam","NO"
,,,"CH0212","CH0212"," 212","Enterprise Mine",44.5339,-115.1094,0,443202,1150634,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","359","CH",-115.110192288,44.5337368008,"014N","011E",22,"ALL",924,83278,"Seafoam","NO"
,,,"CH0213","CH0213"," 213","Seafoam Mine (Providence Group; Montana Mine)",44.5294,-115.1281,3,443146,1150741,"SOLDIER CREEK","PISTOL CREEK ","CUSTER","Private",,"665","CH",-115.12889275,44.5292367042,"014N","011E",21,"SE",925,83278,"Seafoam","YES"
,,,"CH0214","CH0214"," 214","Seafoam Placer (Vanity Creek Claims)",44.54222,-115.07333,3,443232,1150424,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","661","CH",-115.074121393,44.5420569899,"014N","011E",24,"ALL",926,83278,"Seafoam","YES"
,,,"CH0215","CH0215"," 215","Post Mine (Post's Property; Lost Claim Group)",44.5331,-115.0922,0,443159,1150532,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","666","CH",-115.092991797,44.532936926,"014N","011E",23,"ALL",927,83278,"Seafoam","NO"
,,,"CH0216","CH0216"," 216","Unnamed prospect",44.5228,-115.0908,0,443122,1150527,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","668","CH",-115.091591618,44.52263701139999,"014N","011E",26,"ALL",928,83278,"Seafoam","NO"
,,,"CH0217","CH0217"," 217","Unnamed prospect (Silver Ball Group)",44.5211,-115.0997,0,443116,1150559,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","670","CH",-115.100491844,44.5209369623,"014N","011E",27,"ALL",929,83278,"Seafoam","NO"
,,,"CH0218","CH0218"," 218","Wild Goat No. 1 (Trade Dollar Prospect; Silver Ball Group)",44.5194,-115.1069,0,443110,1150625,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","667","CH",-115.107692022,44.5192369249,"014N","011E",27,"ALL",930,83278,"Seafoam","NO"
,,,"CH0219","CH0219"," 219","Unnamed prospect (Silver Faith Claim)",44.5153,-115.1044,0,443055,1150616,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","671","CH",-115.105191897,44.5151369725,"014N","011E",27,"ALL",931,83278,"","NO"
,,,"CH0220","CH0220"," 220","Unnamed prospect (Faith Group)",44.5133,-115.1083,0,443048,1150630,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.109091979,44.51313696019999,"014N","011E",34,"ALL",932,83278,"","NO"
,,,"CH0221","CH0221"," 221","Wildgoat No. 3 Claim",44.5108,-115.1225,0,443039,1150721,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.123292341,44.5106368802,"014N","011E",33,"ALL",933,83278,"","NO"
,,,"CH0222","CH0222"," 222","Unnamed prospect",44.5111,-115.1161,0,443040,1150658,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.116892167,44.5109369223,"014N","011E",34,"ALL",934,83278,"","NO"
,,,"CH0223","CH0223"," 223","Unnamed prospect (Faith Group)",44.5103,-115.1122,0,443037,1150644,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.112992047,44.5101369553,"014N","011E",34,"ALL",935,83278,"","NO"
,,,"CH0224","CH0224"," 224","Lovenest Claim",44.55,-115.0597,0,443300,1150335,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.060491117,44.5498370274,"014N","011E",13,"ALL",936,83278,"Seafoam","NO"
,,,"CH0225","CH0225"," 225","Unnamed prospect",44.5442,-115.0481,0,443239,1150253,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.048890714,44.5440371502,"014N","012E",18,"ALL",937,83278,"Seafoam","NO"
,,,"CH0226","CH0226"," 226","Nesie No. 12 Claim",44.5403,-115.06,0,443225,1150336,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.060790994,44.54013709629999,"014N","011E",24,"ALL",938,83278,"Seafoam","NO"
,,,"CH0227","CH0227"," 227","Betty Ruth Claim (Baby Ruth)",44.5194,-115.0739,0,443110,1150426,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.0746911,44.5192371536,"014N","011E",25,"ALL",939,83278,"","NO"
,,,"CH0228","CH0228"," 228","Wild Buck Claim (Mia #6; Wild Dog; Wildbuck)",44.5153,-115.0792,0,443055,1150445,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.079991192,44.5151371471,"014N","011E",26,"ALL",940,83278,"","NO"
,,,"CH0229","CH0229"," 229","Surprise No. 1 Claim",44.515,-115.0736,0,443054,1150425,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.074391032,44.5148371881,"014N","011E",25,"ALL",941,83278,"","NO"
,,,"CH0230","CH0230"," 230","Canary Yellow Mine",44.5128,-115.085,0,443046,1150506,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.085791321,44.5126371254,"014N","011E",35,"ALL",942,83278,"","NO"
,,,"CH0231","CH0231"," 231","Mia No. 22 Claim",44.5081,-115.0903,0,443029,1150525,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.091091405,44.5079371234,"014N","011E",35,"ALL",943,83278,"","NO"
,,,"CH0232","CH0232"," 232","Mia No. 22 Claim",44.5053,-115.0919,0,443019,1150531,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.092691412,44.505137133,"014N","011E",35,"ALL",944,83278,"","NO"
,,,"CH0233","CH0233"," 233","Mystery Prospect",44.5044,-115.0886,0,443016,1150519,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","672","CH",-115.089391308,44.5042371625,"014N","011E",35,"ALL",945,83278,"","NO"
,,,"CH0234","CH0234"," 234","Mia No. 29 Claim",44.5025,-115.0933,0,443009,1150536,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.094091413,44.50233714399999,"014N","011E",35,"ALL",946,83278,"","NO"
,,,"CH0235","CH0235"," 235","Mia No. 30 Claim",44.5003,-115.0881,0,443001,1150517,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.088891238,44.5001371964,"014N","011E",35,"ALL",947,83278,"","NO"
,,,"CH0236","CH0236"," 236","Rasche Property (Lost Claim; Acebo; Ascebo Claim; Grubstake)",44.52861,-115.10111,3,443143,1150604,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF","673","CH",-115.101901985,44.5284468972,"014N","011E",22,"ALL",948,83278,"Seafoam","YES"
,,,"CH0237","CH0237"," 237","Unnamed prospect",44.4914,-115.1103,0,442929,1150637,"LANGER PEAK","DEADWOOD RIVER ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.111091738,44.49123710849999,"013N","012E",6,"ALL",949,83278,"","NO"
,,,"CH0238","CH0238"," 238","Bonanza No. 1 Claim",44.5075,-115.0761,0,443027,1150434,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.076891,44.50733722619999,"014N","011E",36,"ALL",950,83278,"","NO"
,,,"CH0239","CH0239"," 239","Long Shot No. 1 Claim (Mia Nos. 19, 24, 25)",44.5047,-115.0772,0,443017,1150438,"GREYHOUND MOUNTAIN","PISTOL CREEK ","CUSTER","U.S. Forest Service","Challis NF",,"CH",-115.077990993,44.5045372393,"014N","011E",36,"ALL",951,83278,"","NO"
