"SequenceNumber","Ref_id","PageNumbers","Reference","NotesForReferenceUpdate2015"
"DI0066",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0067",1034,,"USBM, n.d., USBM files.",
"DI0068",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0069",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0070",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0071",38,,"Anderson, 1959, IBMG P-118.",
"DI0072",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0073",38,,"Anderson, 1959, IBMG P-118.",
"DI0074",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0075",37,,"Anderson, 1958, IBMG P-115.",
"DI0076",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0077",38,,"Anderson, 1959, IBMG P-118.",
"DI0078",1461,,"USGS, Bird Creek 7.5-min. quad. topo. map.",
"DI0079",38,,"Anderson, 1959, IBMG P-118.",
"DI0080",38,,"Anderson, 1959, IBMG P-118.",
"DI0081",38,,"Anderson, 1959, IBMG P-118.",
"DI0082",38,,"Anderson, 1959, IBMG P-118.",
"DI0083",37,,"Anderson, 1958, IBMG P-115.",
"DI0084",913,,"Sharp and Hetland, 1968, US DOE Rept. RA-12(78).",
"DI0085",38,,"Anderson, 1959, IBMG P-118.",
"DI0086",913,,"Sharp and Hetland, 1968, US DOE Rept. RA-12(78).",
"DI0087",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0088",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0089",38,,"Anderson, 1959, IBMG P-118.",
"DI0090",38,,"Anderson, 1959, IBMG P-118.",
"DI0091",913,,"Sharp and Hetland, 1968, US DOE Rept. RA-12(78).",
"DI0092",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0093",989,,"Umpleby, 1913, USGS B-528.",
"DI0094",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0095",35,,"Anderson, 1956, IBMG P-106.",
"DI0096",995,,"US Atomic Energy Comm., 1952, Idaho, Lemhi County Preliminary Reconnaissance Repts.",
"DI0097",989,,"Umpleby, 1913, USGS B-528.",
"DI0098",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0099",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0100",1242,,"USBM, n.d., WFOC MPF-54.004.",
"DI0101",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0102",35,,"Anderson, 1956, IBMG P-106.",
"DI0103",35,,"Anderson, 1956, IBMG P-106.",
"DI0104",9,,"Alta Mining Co., Ltd., 1915, Alta Mining Co., Ltd. Rept. to Idaho Mines Inspector.",
"DI0105",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0106",1034,,"USBM, n.d., USBM files.",
"DI0107",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0108",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0109",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0110",35,,"Anderson, 1956, IBMG P-106.",
"DI0111",860,,"Regis, 1978, USBM WFOC.",
"DI0112",989,,"Umpleby, 1913, USGS B-528.",
"DI0113",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"DI0114",56,,"Bell, 1904, Rept. of Mining Dist. of Idaho for 1903.",
"DI0115",35,,"Anderson, 1956, IBMG P-106.",
"DI0116",35,,"Anderson, 1956, IBMG P-106.",
"DI0117",35,,"Anderson, 1956, IBMG P-106.",
"DI0118",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0119",1244,,"USBM, n.d., WFOC MPF-54.009.",
"DI0120",35,,"Anderson, 1956, IBMG P-106.",
"DI0121",35,,"Anderson, 1956, IBMG P-106.",
"DI0122",1498,,"USGS, Dillon 1 deg. x 2 deg. quad. (AMS) topo. map.",
"DI0123",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0124",466,,"Green, 1969, IGS Mineral Property Files.",
"DI0125",35,,"Anderson, 1956, IBMG P-106.",
"DI0126",767,,"No reference.",
"DI0127",954,,"Staley, 1955, IGS Mineral Property Files.",
"DI0128",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0129",37,,"Anderson, 1958, IBMG P-115.",
"DI0130",25,,"Anderson, 1943, IBMG P-60.",
"DI0131",35,,"Anderson, 1956, IBMG P-106.",
"DI0132",37,,"Anderson, 1958, IBMG P-115.",
"DI0133",37,,"Anderson, 1958, IBMG P-115.",
"DI0134",37,,"Anderson, 1958, IBMG P-115.",
"DI0135",1581,,"USGS, n.d., Spokane Commodity Files.",
"DI0136",1216,,"USBM, n.d., WFOC MPF-41.002.",
"DI0137",35,,"Anderson, 1956, IBMG P-106.",
"DI0138",767,,"No reference.",
"DI0139",35,,"Anderson, 1956, IBMG P-106.",
"DI0140",35,,"Anderson, 1956, IBMG P-106.",
"DI0141",767,,"No reference.",
"DI0142",767,,"No reference.",
"DI0143",109,,"Campbell, 1924, 25th Ann. Rept. of Mining Ind. of Idaho for 1923.",
"DI0144",109,,"Campbell, 1924, 25th Ann. Rept. of Mining Ind. of Idaho for 1923.",
"DI0145",38,,"Anderson, 1959, IBMG P-118.",
"DI0146",1444,,"USGS, Badger Spring Gulch 7.5-min. quad. topo. map.",
"DI0147",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0148",610,,"MacKenzie, 1949, Univ. of Idaho M.S. thesis.",
"DI0149",58,,"Bell, 1906, 7th Ann. Rept. of Mining Ind. of Idaho for 1905.",
"DI0150",598,,"Lipton and others, 1988, USBM OFR MLA 16-88.",
"DI0151",989,,"Umpleby, 1913, USGS B-528.",
"DI0152",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0153",38,,"Anderson, 1959, IBMG P-118.",
"DI0154",610,,"MacKenzie, 1949, Univ. of Idaho M.S. thesis.",
"DI0155",610,,"MacKenzie, 1949, Univ. of Idaho M.S. thesis.",
"DI0156",610,,"MacKenzie, 1949, Univ. of Idaho M.S. thesis.",
"DI0158",66,,"Bell, 1919, 20th Ann. Rept. of Mining Ind. of Idaho for 1918.",
"DI0159",109,,"Campbell, 1924, 25th Ann. Rept. of Mining Ind. of Idaho for 1923.",
"DI0160",989,,"Umpleby, 1913, USGS B-528.",
"DI0161",598,,"Lipton and others, 1988, USBM OFR MLA 16-88.",
"DI0162",1034,,"USBM, n.d., USBM files.",
"DI0163",36,,"Anderson, 1957, IBMG P-112.",
"DI0164",598,,"Lipton and others, 1988, USBM OFR MLA 16-88.",
"DI0165",36,,"Anderson, 1957, IBMG P-112.",
"DI0166",36,,"Anderson, 1957, IBMG P-112.",
"DI0167",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0168",989,,"Umpleby, 1913, USGS B-528.",
"DI0169",1034,,"USBM, n.d., USBM files.",
"DI0170",1034,,"USBM, n.d., USBM files.",
"DI0171",989,,"Umpleby, 1913, USGS B-528.",
"DI0172",1034,,"USBM, n.d., USBM files.",
"DI0173",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0174",36,,"Anderson, 1957, IBMG P-112.",
"DI0175",1034,,"USBM, n.d., USBM files.",
"DI0176",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0177",873,,"Ross, 1925, USGS B-774.",
"DI0178",36,,"Anderson, 1957, IBMG P-112.",
"DI0179",36,,"Anderson, 1957, IBMG P-112.",
"DI0180",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"DI0181",598,,"Lipton and others, 1988, USBM OFR MLA 16-88.",
"DI0182",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0183",602,,"Loen and Pearson, 1989, USGS Map I-1803-C.",
"DI0184",598,,"Lipton and others, 1988, USBM OFR MLA 16-88.",
"DU0065",912,,"Sharp and Cavender, 1962, USGS B-1126.",
"DU0066",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0067",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0068",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0069",947,,"Staatz, 1972, USGS B-1351.",
"DU0070",947,,"Staatz, 1972, USGS B-1351.",
"DU0071",947,,"Staatz, 1972, USGS B-1351.",
"DU0072",912,,"Sharp and Cavender, 1962, USGS B-1126.",
"DU0073",912,,"Sharp and Cavender, 1962, USGS B-1126.",
"DU0074",912,,"Sharp and Cavender, 1962, USGS B-1126.",
"DU0075",1221,,"USBM, n.d., WFOC MPF-41.010.",
"DU0076",1555,,"USGS, Lemhi Pass 7.5-min. quad. topo. map.",
"DU0077",947,,"Staatz, 1972, USGS B-1351.",
"DU0078",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0079",947,,"Staatz, 1972, USGS B-1351.",
"DU0080",947,,"Staatz, 1972, USGS B-1351.",
"DU0081",947,,"Staatz, 1972, USGS B-1351.",
"DU0082",947,,"Staatz, 1972, USGS B-1351.",
"DU0083",37,,"Anderson, 1958, IBMG P-115.",
"DU0084",947,,"Staatz, 1972, USGS B-1351.",
"DU0085",947,,"Staatz, 1972, USGS B-1351.",
"DU0086",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0087",947,,"Staatz, 1972, USGS B-1351.",
"DU0088",947,,"Staatz, 1972, USGS B-1351.",
"DU0089",947,,"Staatz, 1972, USGS B-1351.",
"DU0090",947,,"Staatz, 1972, USGS B-1351.",
"DU0091",947,,"Staatz, 1972, USGS B-1351.",
"DU0092",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0093",1555,,"USGS, Lemhi Pass 7.5-min. quad. topo. map.",
"DU0094",1555,,"USGS, Lemhi Pass 7.5-min. quad. topo. map.",
"DU0095",37,,"Anderson, 1958, IBMG P-115.",
"DU0096",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0097",37,,"Anderson, 1958, IBMG P-115.",
"DU0098",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0099",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0100",1221,,"USBM, n.d., WFOC MPF-41.010.",
"DU0101",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0102",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0103",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0104",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0105",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0106",947,,"Staatz, 1972, USGS B-1351.",
"DU0107",947,,"Staatz, 1972, USGS B-1351.",
"DU0108",947,,"Staatz, 1972, USGS B-1351.",
"DU0109",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0110",39,,"Anderson, 1961, IBMG P-124.",
"DU0111",39,,"Anderson, 1961, IBMG P-124.",
"DU0112",39,,"Anderson, 1961, IBMG P-124.",
"DU0113",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0114",39,,"Anderson, 1961, IBMG P-124.",
"DU0115",39,,"Anderson, 1961, IBMG P-124.",
"DU0116",947,,"Staatz, 1972, USGS B-1351.",
"DU0117",39,,"Anderson, 1961, IBMG P-124.",
"DU0118",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0119",947,,"Staatz, 1972, USGS B-1351.",
"DU0120",947,,"Staatz, 1972, USGS B-1351.",
"DU0121",947,,"Staatz, 1972, USGS B-1351.",
"DU0122",947,,"Staatz, 1972, USGS B-1351.",
"DU0123",994,,"US Atomic Energy Comm. Idaho, Lemhi County Prelim. Reconnaissance Repts.",
"DU0124",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0125",39,,"Anderson, 1961, IBMG P-124.",
"DU0126",39,,"Anderson, 1961, IBMG P-124.",
"DU0127",116,,"Campbell, 1931, 32nd Ann. Rept. of Mining Ind. of Idaho for 1930.",
"DU0128",1093,,"USBM, n.d., WFOC MPF-21.084.",
"DU0129",1554,,"USGS, Lemhi 15-min. quad. topo. map.",
"DU0130",1554,,"USGS, Lemhi 15-min. quad. topo. map.",
"DU0131",39,,"Anderson, 1961, IBMG P-124.",
"DU0132",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0133",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0134",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0135",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0136",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0137",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0138",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0139",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0140",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0141",39,,"Anderson, 1961, IBMG P-124.",
"DU0142",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0143",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0144",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0145",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0146",1522,,"USGS, Goat Mountain 7.5-min. quad. topo. map.",
"DU0147",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0148",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0149",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0150",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0151",948,,"Staatz, 1973, USGS Map GQ-1097.",
"DU0152",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0153",1522,,"USGS, Goat Mountain 7.5-min. quad. topo. map.",
"DU0154",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0155",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0156",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0157",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0158",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0159",1285,,"USBM, n.d., WFOC MPF-72.001.",
"DU0160",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0161",994,,"US Atomic Energy Comm. Idaho, Lemhi County Prelim. Reconnaissance Repts.",
"DU0162",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0163",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0164",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0165",767,,"No reference.",
"DU0166",464,,"Green, 1967, IGS Mineral Property Files.",
"DU0167",81,,"Bennett, 2003, Salmon NF AML site inspection report.",
"DU0168",1172,,"USBM, n.d., WFOC MPF-37.114.",
"DU0169",989,,"Umpleby, 1913, USGS B-528.",
"DU0170",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"DU0171",989,,"Umpleby, 1913, USGS B-528.",
"DU0172",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"DU0173",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0174",62,,"Bell, 1913, 14th Ann. Rept. of Mining Ind. of Idaho for 1912.",
"DU0175",1671,,"Walker, 1924, Eng. Mining Jour., v. 118.",
"DU0176",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"DU0177",1034,,"USBM, n.d., USBM files.",
"DU0178",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0179",62,,"Bell, 1913, 14th Ann. Rept. of Mining Ind. of Idaho for 1912.",
"DU0180",62,,"Bell, 1913, 14th Ann. Rept. of Mining Ind. of Idaho for 1912.",
"DU0181",66,,"Bell, 1919, 20th Ann. Rept. of Mining Ind. of Idaho for 1918.",
"DU0182",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0183",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0184",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"DU0185",1034,,"USBM, n.d., USBM files.",
"DU0186",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0187",81,,"Bennett, 2003, Salmon NF AML site inspection report.",
"DU0188",65,,"Bell, 1918, 19th Ann. Rept. of Mining Ind. of Idaho for 1917.",
"DU0189",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0190",989,,"Umpleby, 1913, USGS B-528.",
"DU0191",1198,,"USBM, n.d., WFOC MPF-37.207.",
"DU0192",989,,"Umpleby, 1913, USGS B-528.",
"DU0193",989,,"Umpleby, 1913, USGS B-528.",
"DU0194",989,,"Umpleby, 1913, USGS B-528.",
"DU0195",989,,"Umpleby, 1913, USGS B-528.",
"DU0196",989,,"Umpleby, 1913, USGS B-528.",
"DU0197",989,,"Umpleby, 1913, USGS B-528.",
"DU0198",989,,"Umpleby, 1913, USGS B-528.",
"DU0199",62,,"Bell, 1913, 14th Ann. Rept. of Mining Ind. of Idaho for 1912.",
"DU0200",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0201",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0202",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0203",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0204",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0205",989,,"Umpleby, 1913, USGS B-528.",
"DU0206",1034,,"USBM, n.d., USBM files.",
"DU0207",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0208",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"DU0209",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0210",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0211",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0212",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0213",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0214",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0215",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0216",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0217",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0218",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0219",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0220",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0221",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0222",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0223",1034,,"USBM, n.d., USBM files.",
"DU0224",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0225",989,,"Umpleby, 1913, USGS B-528.",
"DU0226",885,,"Ruppel and others, 1970, USGS OFR 70-282.",
"DU0227",1034,,"USBM, n.d., USBM files.",
"DU0228",989,,"Umpleby, 1913, USGS B-528.",
"DU0229",663,,"MINOBRAS, 1975, Idaho Industrial Minerals.",
"DU0228",638,,"McHugh and others, 1991, USBM OFR MLA 5-91.",
"DU0231",989,,"Umpleby, 1913, USGS B-528.",
"DU0232",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0233",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0234",989,,"Umpleby, 1913, USGS B-528.",
"DU0235",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"DU0236",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0237",1212,,"USBM, n.d., WFOC MPF-40.007.",
"DU0238",989,,"Umpleby, 1913, USGS B-528.",
"DU0239",989,,"Umpleby, 1913, USGS B-528.",
"DU0240",989,,"Umpleby, 1913, USGS B-528.",
"DU0241",989,,"Umpleby, 1913, USGS B-528.",
"DU0242",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0243",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0244",1583,,"USGS, Nicholia 15-min. quad. topo. map.",
"DU0245",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0246",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0247",1519,,"USGS, Gilmore 15-min. quad. topo. map.",
"DU0248",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0249",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0250",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0251",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0252",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0253",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0254",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0255",882,,"Ross, 1961, USGS B-1081-F.",
"DU0256",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0257",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"DU0258",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0259",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0260",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0261",576,,"Kuizon and Lipton, 1991, USBM OFR MLA 11-91.",
"DU0262",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0263",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0264",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0265",882,,"Ross, 1961, USGS B-1081-F.",
"DU0266",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0267",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0268",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"DU0269",1177,,"USBM, n.d., WFOC MPF-37.130.",
"DU0270",112,,"Campbell, 1927, 28th Ann. Rept. of Mining Ind. of Idaho for 1926.",
"DU0271",994,,"US Atomic Energy Comm. Idaho, Lemhi County Prelim. Reconnaissance Repts.",
"DU0272",1523,,"USGS, Goldbug Ridge 7.5-min. quad. topo. map.",
"DU0273",935,,"Soregaroli, 1961, Univ. of Idaho M.S. thesis.",
"DU0274",935,,"Soregaroli, 1961, Univ. of Idaho M.S. thesis.",
"DU0275",1415,,"USGS, 1948, USGS Minerals Preliminary Rept. 3-219.",
"DU0276",935,,"Soregaroli, 1961, Univ. of Idaho M.S. thesis.",
"DU0277",913,,"Sharp and Hetland, 1968, US DOE Rept. RA-12(78).",
"DU0278",913,,"Sharp and Hetland, 1968, US DOE Rept. RA-12(78).",
"DU0283",1440,,"USGS, Allison Creek 7.5-min. quad. topo. map.",
"DU0283",935,,"Soregaroli, 1961, Univ. of Idaho M.S. thesis.",
"DU0284",767,,"No reference.",
"DU0286",1553,,"USGS, Lem Peak 7.5-min. quad. topo. map.",
"DU0286",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0287",994,,"US Atomic Energy Comm. Idaho, Lemhi County Prelim. Reconnaissance Repts.",
"DU0288",39,,"Anderson, 1961, IBMG P-124.",
"DU0289",767,,"No reference.",
"DU0290",466,,"Green, 1969, IGS Mineral Property Files.",
"DU0291",873,,"Ross, 1925, USGS B-774.",
"DU0292",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0293",1279,,"USBM, n.d., WFOC MPF-71.009.",
"DU0294",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0295",39,,"Anderson, 1961, IBMG P-124.",
"DU0296",39,,"Anderson, 1961, IBMG P-124.",
"DU0297",912,,"Sharp and Cavender, 1962, USGS B-1126.",
"DU0298",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0299",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0300",949,,"Staatz, 1979, USGS PP-1049-A.",
"DU0301",39,,"Anderson, 1961, IBMG P-124.",
"DU0302",663,,"MINOBRAS, 1975, Idaho Industrial Minerals.",
"DU0303",39,,"Anderson, 1961, IBMG P-124.",
"DU0304",873,,"Ross, 1925, USGS B-774.",
"DU0305",39,,"Anderson, 1961, IBMG P-124.",
"DU0306",39,,"Anderson, 1961, IBMG P-124.",
"DU0307",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0308",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0309",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0310",1066,,"USBM, n.d., WFOC MPF-06.001.",
"DU0311",142,,"Cather and Rains, 1988, USBM OFR MLA 8-88.",
"DU0312",848,,"Powers, 1955, IGS Mineral Property Files.",
"DU0313",848,,"Powers, 1955, IGS Mineral Property Files.",
"DU0314",1308,,"USBM, n.d., WFOC MPF-75.008.",
"DU0315",887,,"Ruppel, 1980, USGS Map GQ-1529.",
"DU0316",1522,,"USGS, Goat Mountain 7.5-min. quad. topo. map.",
"DU0317",978,,"Thune, 1941, Univ. of Idaho M.S. thesis.",
"DU0318",978,,"Thune, 1941, Univ. of Idaho M.S. thesis.",
"DU0319",1522,,"USGS, Goat Mountain 7.5-min. quad. topo. map.",
"DU0320",1502,,"USGS, Dubois 1 deg. x 2 deg. quad. (AMS) topo. map.",
"DU0321",978,,"Thune, 1941, Univ. of Idaho M.S. thesis.",
"DU0322",1034,,"USBM, n.d., USBM files.",
"DU0323",948,,"Staatz, 1973, USGS Map GQ-1097.",
"DU0324",472,,"Griner, 1974, 71st Ann. Rept. of Mining Ind. of Idaho for 1973-1974.",
"DU0325",1502,,"USGS, Dubois 1 deg. x 2 deg. quad. (AMS) topo. map.",
"DU0326",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0327",1034,,"USBM, n.d., USBM files.",
"DU0328",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0329",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0330",471,,"Griner, 1972, 69th Ann. Rept. of Mining Ind. of Idaho for 1971.",
"DU0331",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0332",1034,,"USBM, n.d., USBM files.",
"DU0333",1169,,"USBM, n.d., WFOC MPF-37.084.",
"DU0334",1034,,"USBM, n.d., USBM files.",
"DU0335",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0337",1161,,"USBM, n.d., WFOC MPF-37.048.",
"DU0337",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0338",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0339",1447,,"USGS, Bannock Pass 7.5-min. quad. topo. map.",
"DU0340",1034,,"USBM, n.d., USBM files.",
"DU0341",886,,"Ruppel, 1968, USGS Map GQ-733.",
"DU0342",115,,"Campbell, 1930, 31st Ann. Rept. of Mining Ind. of Idaho for 1929.",
"DU0343",887,,"Ruppel, 1980, USGS Map GQ-1529.",
"DU0344",1552,,"USGS, Leadore 15-min. quad. topo. map.",
"DU0345",1522,,"USGS, Goat Mountain 7.5-min. quad. topo. map.",
"DU0346",1522,,"USGS, Goat Mountain 7.5-min. quad. topo. map.",
"DU0347",948,,"Staatz, 1973, USGS Map GQ-1097.",
"DU0348",1552,,"USGS, Leadore 15-min. quad. topo. map.",
"DU0349",1552,,"USGS, Leadore 15-min. quad. topo. map.",
"DU0350",957,,"Staley, 1962, IGS Mineral Property Files.",
"DU0351",957,,"Staley, 1962, IGS Mineral Property Files.",
"DU0352",1552,,"USGS, Leadore 15-min. quad. topo. map.",
"DU0353",1034,,"USBM, n.d., USBM files.",
"DU0354",1226,,"USBM, n.d., WFOC MPF-41.14.",
"DU0355",1034,,"USBM, n.d., USBM files.",
"DU0356",1552,,"USGS, Leadore 15-min. quad. topo. map.",
"DU0357",989,,"Umpleby, 1913, USGS B-528.",
"DU0358",989,,"Umpleby, 1913, USGS B-528.",
"DU0359",989,,"Umpleby, 1913, USGS B-528.",
