"Reference_ID","Title","YearDate","In","SecondTitle","SecondTitleDate","abstract","Publisher","nd","publisherAbbv","pubCity","pubState","volume","number","edition","Institution","Series_Type","PubNumber","PageCount","PlateCount","SheetCount","Scale","Pages","Hyperlink","YearHyperlink","Anno","EnterDate","EditDate","Initials","Notes","OldReference","Pub_ID","Origin","URL_INTRA","Folder","FileName","URL","URL_Year"
396,"DMEA-5003:  Gold Hunter Mine","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-5003",,,,,,,,"DMEA-5003",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/5003_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-5003",,,,,,,
397,"DMEA-5034:  Buffalo, et al., Group of Claims","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-5034",,,,,,,,"DMEA-5034",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/5034_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-5034",,,,,,,
398,"DMEA-5050:  Day Mines, Pilot Project","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-5050",,,,,,,,"DMEA-5050",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/5050_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-5050",,,,,,,
399,"DMEA-5053:  DMEA-5053","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-5053",,,,,,,,"DMEA-5053",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/5053_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-5053",,,,,,,
400,"DMEA-652:  South Mountain Mine","1952",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-652",,,,,,,,"DMEA-652",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dma/0652_DMA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-652",,,,,,,
401,"DMEA-930X:  Ruby Meadows Placer","1951",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-930X",,,,,,,,"DMEA-930X",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dma/0930_DMA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-930X",,,,,,,
402,"DMEA-981X:  Washington-Idaho Mine","1951",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-981X",,,,,,,,"DMEA-981X",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dma/0981_DMA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-981X",,,,,,,
403,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,"Unable to locate (2015)","Dotson, 1955, IGS Mineral Property Files.",,,,,,,
404,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,"Unable to locate (2015)","Dotson, 1957, IGS Mineral Property FIles.",,,,,,,
405,"Edna May Mining ISMIR","1918",FALSE,,,FALSE,"Idaho State Mine Inspector",FALSE,"ISMIR",,,,,,,"Idaho Geological Survey Mineral Property File Collection",,,,,,,,,,,,,,"Edna May Mining Co., 1918, Edna May Mining Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
406,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,"Could not find reference to this property in these publications (2015). Maybe delete?","Eng. Min. Journal, 1971, no. 4; 1974, no. 5.",,,,,,,
407,"Bayhorse Mining District Property Exam Report for Idaho Department of Parks and Recreation","2004",FALSE,,,FALSE,"unpublished",FALSE,,,,,,,,,,,,,,,,,,,,,"May be available by request from IGS (2015)","Erdman and Gillerman, 2004, Bayhorse area AML report.",,,,,,,
408,"A case for plants in exploration; gold in Douglas-fir at the Red Mountain stockwork, Yellow Pine District, Idaho","1985",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"USGS OFR 85-117",,,,,,,"Open File Report","OFR 85-117",,,,,,"http://pubs.usgs.gov/of/1985/0117/report.pdf",2015,,,,,,"Erdman and others, 1985, USGS OFR 85-117.",,,,,,,
409,"Site Inspection Report for the Abandoned and Inactive Mines in Idaho on U.S. Forest Service Lands (Region 1), Nez Perce National Forest: Volume III, Section A: Elk City, Orogrande, Buffalo Hump, and Surrounding Areas, Idaho County, Idaho","2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-21",,,,,,,"Staff Report","S-03-21",,,,,,,,,,,,,"Erdman and others, 2003, IGS S-03-21.","S-03-21","IGS",,,,,
410,"Site Inspection Report for the Abandoned and Inactive Mines in Idaho on U.S. Forest Service Lands (Region 1), Nez Perce National Forest: Volume III, Section B: Elk City, Orogrande, Buffalo Hump, and Surrounding Areas, Idaho County, Idaho","2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-22",,,,,,,"Staff Report","S-03-22",,,,,,,,,,,,,"Erdman and others, 2003, IGS S-03-22.","S-03-22","IGS",,,,,
411,"Site Inspection Report for the Abandoned and Inactive Mines in Idaho on U.S. Forest Service Lands (Region 1), Nez Perce National Forest: Volume III, Section C: Elk City, Orogrande, Buffalo Hump, and Surrounding Areas, Idaho County, Idaho","2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-23",,,,,,,"Staff Report","S-03-23",,,,,,,,,,,,,"Erdman and others, 2003, IGS S-03-23.","S-03-23","IGS",,,,,
412,"Site Inspection Report for the Abandoned and Inactive Mines in the Salmon-Challis National Forest: Mackay Area, Custer County, Idaho","2008",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-08-2",,,,,,,"Staff Report","S-08-2",,,,,,,,,,,,,"Erdman and Mitchell, 2008, IGS S-08-2.","S-08-2","IGS",,,,,
413,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Erdman, 2004, Salmon-Challis area AML report.",,,,,,,
414,,"2007",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-07-7",,,,,,,,"S-07-7",,,,,,,,,,,,,"Erdman and Mitchell, 2007, IGS S-07-7.","S-07-7","IGS",,,,,
415,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Esparza and others, 1982, USBM unpublished report.",,,,,,,
416,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Esparza and others, 1984, USBM MLA OFR 2-84.",,,,,,,
417,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Esparza, 1985, USBM MLA OFR 64-85.",,,,,,,
418,"Locations of Mines and Prospects in the Elk City Region, Idaho","1990",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS T-90-1",,,,,,,,"TR-90-1",,,,"1:100,000",,,,,,"2016-09-15 00:00:00","cat",,"Eversmeyer, 1990, IGS TR 90-1.","TR 90-1","IGS",,,,,
419,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Excelsior Mining Co., 1914, Excelsior Mining Co. Rept. to Idaho Inspector of Mines.",,,,,,,
420,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Faick, 1937, Univ. of Idaho M.S. thesis.",,,,,,,
421,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fankhauser, 1969, Oregon State Univ. M.S. thesis.",,,,,,,
422,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Federal Mining & Smelting Co., 1922, Federal Mining & Smelting Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
423,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",,,,,,,
424,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",,,,,,,
425,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Federspiel and Rains, 1992, USBM OFR MLA 19-92.",,,,,,,
426,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fenne, 1977, Univ. of Idaho M.S. thesis.",,,,,,,
427,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Flagg, 1913, AIME Trans., v. 45.",,,,,,,
428,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fletcher, 1960, 60th Ann. Rept. of Mining Ind. of Idaho for 1959.",,,,,,,
429,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fletcher, 1961, 61st Ann. Rept. of Mining Ind. of Idaho for 1960.",,,,,,,
430,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fletcher, 1962, 62nd Ann. Rept. of Mining Ind. of Idaho for 1961.",,,,,,,
431,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fletcher, 1963, 63rd Ann. Rept. of Mining Ind. of Idaho for 1962.",,,,,,,
432,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fryklund, 1951, Am. Mineralogist, v. 36, no. 9-10.",,,,,,,
433,,"1951",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-91",,,,,,,,"P-91",,,,,,,,,,,,,"Fryklund, 1951, IBMG P-91.","P-91","IGS",,,,,
434,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Fryklund, 1964, USGS PP-445.",,,,,,,
435,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gabby, 1986, USBM OFR MLA 61-86.",,,,,,,
436,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gabby, 1992, USBM OFR MLA 3-92.",,,,,,,
437,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gabby, 1993, USBM OFR MLA 24-93.",,,,,,,
438,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gale, 1910, USGS B-430-B.",,,,,,,
439,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gammell, 1944, USBM War Minerals Rept.",,,,,,,
440,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gardner, 1944, USGS B-944-A.",,,,,,,
441,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gardner, 1961, USGS OFR 61-53.",,,,,,,
442,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gateway Mining Co., Ltd., 1921, Gateway Mining Co., Ltd., Rept. to Idaho Inspector of Mines.",,,,,,,
443,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gehlen, 1983, Univ. of Idaho M.S. thesis.",,,,,,,
444,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gem State Mining Co., Inc., 1960, Gem State Mining Co., Inc., Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
445,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"Gere, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
446,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gerry and Miller, 1934, in USBM Mineral Resources of the U.S. for 1931, pt. 1.",,,,,,,
447,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gerry, 1925, USGS Mineral Resources of the U.S. for 1922, pt. 1.",,,,,,,
448,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gese, 1988, USBM OFR MLA 14-88.",,,,,,,
449,,"2006",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-06-3",,,,,,,,"S-06-3",,,,,,,,,,,,,"Gillerman and Griggs, 2006, IGS S-06-3.","S-06-3","IGS",,,,,
450,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-1",,,,,,,,"S-05-1",,,,,,,,,,,,,"Gillerman and Griggs, 2005, IGS S-05-1.","S-05-1","IGS",,,,,
451,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-5",,,,,,,,"S-05-5",,,,,,,,,,,,,"Gillerman and Griggs, 2005, IGS S-05-5.","S-05-5","IGS",,,,,
452,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-7",,,,,,,,"S-05-7",,,,,,,,,,,,,"Gillerman and Griggs, 2005, IGS S-05-7.","S-05-7","IGS",,,,,
453,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-8",,,,,,,,"S-05-8",,,,,,,,,,,,,"Gillerman and Griggs, 2005, IGS S-05-8.","S-05-8","IGS",,,,,
454,,"2006",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-06-4",,,,,,,,"S-06-4",,,,,,,,,,,,,"Gillerman and others, 2006, IGS S-06-4.","S-06-4","IGS",,,,,
455,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-10",,,,,,,,"S-05-10",,,,,,,,,,,,,"Gillerman and others, 2005, IGS S-05-10.","S-05-10","IGS",,,,,
456,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-9",,,,,,,,"S-05-9",,,,,,,,,,,,,"Gillerman and Schiappa, 2005, IGS S-05-9.","S-05-9","IGS",,,,,
457,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-11",,,,,,,,"S-05-11",,,,,,,,,,,,,"Gillerman, 2005, IGS S-05-11.","S-05-11","IGS",,,,,
458,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-4",,,,,,,,"S-05-4",,,,,,,,,,,,,"Gillerman, 2005, IGS S-05-4.","S-05-4","IGS",,,,,
459,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Glerup, 1960, Univ. of Idaho M.S. thesis.",,,,,,,
460,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gold Cliff Mining and Milling Co., 1913, Gold Cliff Mining and Milling Co. Rept. to Idaho Inspector of Mines.",,,,,,,
461,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",,,,,,,
462,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Great Northern Research and Dev. Dept., 1964, IBMG files.",,,,,,,
463,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, 1966, IGS Mineral Property Files.",,,,,,,
464,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, 1967, IGS Mineral Property Files.",,,,,,,
465,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, 1968, IGS Mineral Property Files.",,,,,,,
466,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, 1969, IGS Mineral Property Files.",,,,,,,
467,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, 1976, Wash. State Univ. Ph.D. dissertation.",,,,,,,
468,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, n.d., Idaho Property Listing.",,,,,,,
469,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Green, n.d., Idaho Property Listing; data illegible; not found in reference.",,,,,,,
470,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"Griffitts, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
471,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Griner, 1972, 69th Ann. Rept. of Mining Ind. of Idaho for 1971.",,,,,,,
472,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Griner, 1974, 71st Ann. Rept. of Mining Ind. of Idaho for 1973-1974.",,,,,,,
473,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hamilton, 1961, Univ. of Idaho M.S. thesis.",,,,,,,
474,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hansen, 1959, 59th Ann. Rept. of Mining Ind. of Idaho for 1958.",,,,,,,
475,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hansen, 1965, 64th Ann. Rept. of Mining Ind. of Idaho for 1963-1964.",,,,,,,
476,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hansen, 1966, 65th Ann. Rept. of Mining Ind. of Idaho for 1965.",,,,,,,
477,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hansen, 1967, 66th Ann. Rept. of Mining Ind. of Idaho for 1966.",,,,,,,
478,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hansen, 1969, 67th Ann. Rept. of Mining Ind. of Idaho for 1968.",,,,,,,
479,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hansen, 1971, 68th Ann. Rept. of Mining Ind. of Idaho for 1969-1970.",,,,,,,
480,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Harrison and Jobin, 1965, USGS Map GQ-375.",,,,,,,
481,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hawkins Mining Co., 1913, Hawkins Mining Co. Rept. to Idaho Inspector of Mines.",,,,,,,
482,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Heikes, 1906, in Mineral Resources of the U.S. for 1905.",,,,,,,
483,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Henricksen, 1974, Oregon State Univ. Ph.D. dissertation.",,,,,,,
484,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Heppurn Bros. Mining Co., 1913, Heppurn Bros. Mining Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
485,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hewett and others, 1963, Econ. Geol., v. 58, no. 1.",,,,,,,
486,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hewett, 1928, USGS B-795-H.",,,,,,,
487,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hidden Treasure Mining Co., 1914, Hidden Treasure Mining Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
488,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hietanen, 1963, USGS PP-344-B.",,,,,,,
489,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hill, 1916, USGS B-620-L.",,,,,,,
490,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hobbs and others, 1965, USGS PP-478.",,,,,,,
491,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"Hobbs, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
492,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hobbs, 1985, USGS B-1658-K.",,,,,,,
493,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Holt and Storch, 1955, U.S. Atomic Energy Comm. Rept. RMO-1539.",,,,,,,
494,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Horn, 1986, USBM OFR MLA 15-86.",,,,,,,
495,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hornbein, 1917, Eng. Mining, v. 103, no. 2.",,,,,,,
496,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hosterman and others, 1960, USGS B-1091.",,,,,,,
497,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hosterman, 1956, USGS B-1027-P.",,,,,,,
498,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"Hosterman, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
499,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hubbard and Powers, 1955, IGS Mineral Property Files.",,,,,,,
500,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hubbard, 1951, IGS Mineral Property Files.",,,,,,,
501,,"1955",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-105",,,,,,,,"P-105",,,,,,,,,,,,,"Hubbard, 1955, IBMG P-105.","P-105","IGS",,,,,
502,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hubbard, 1955, IGS Mineral Property Files.",,,,,,,
503,,"1956",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG CR-1",,,,,,,,"C-1",,,,,,,,,,,,,"Hubbard, 1956, IBMG CR-1.","C-1","IGS",,,,,
504,,"1956",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-109",,,,,,,,"P-109",,,,,,,,,,,,,"Hubbard, 1956, IBMG P-109.","P-109","IGS",,,,,
505,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Hubbard, 1956, IGS Mineral Property Files.",,,,,,,
506,,"1957",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG CR-2",,,,,,,,"C-2",,,,,,,,,,,,,"Hubbard, 1957, IBMG CR-2.","C-2","IGS",,,,,
507,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"IBMG, 1955, IGS Mineral Property Files.",,,,,,,
508,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Idaho Mining and Prospecting Co., Ltd., 1914, Idaho Mining and Prospecting Co., Ltd., Rept. to Idaho Inspector of Mines.",,,,,,,
509,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"IGS, 1990, IGS field mapping.",,,,,,,
510,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"IGS mineral property files.",,,,,,,
511,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Index Mining & Milling Co., 1916, Index Mining & Milling Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
512,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Intermountain Development Co., Inc., 1956, Intermountain Development Co. Rept. to Idaho Inspector of Mines.",,,,,,,
513,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Irwin, 1957, IGS Mineral Property Files.",,,,,,,
514,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jacob, 1985, Univ. of Idaho M.S. thesis.",,,,,,,
515,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jacobs, 1902, Rept. of Mining Dist. of Idaho for 1901.",,,,,,,
516,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jacobs, 1903, Rept. of Mining Dist. of Idaho for 1902.",,,,,,,
517,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jellum, 1909, Northwest Mining News, v. 3-4.",,,,,,,
518,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jemmett, 1955, Univ. of Idaho M.S. thesis.",,,,,,,
519,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jobin and Schroeder, 1964, USGS Map MF-277.",,,,,,,
520,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Johnson and Neumann, 1984, USBM OFR MLA 4-84.",,,,,,,
521,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Johnson and others, 1998, USGS OFR 98-478.",,,,,,,
522,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Johnson, 1983, USBM OFR MLA 59-83.",,,,,,,
523,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jones, 1917, USGS B-640-E.",,,,,,,
524,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jones, 1920, USGS B-710-A.",,,,,,,
525,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Jones, 1959, IGS Mineral Property Files.",,,,,,,
526,,"2010",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-10-1",,,,,,,,"S-10-1",,,,,,,,,,,,,"Kauffman and others, 2010, IGS S-10-1.","S-10-1","IGS",,,,,
527,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kauffman and others, 2002, Atlanta area AML report, IGS unpublished report, 292 p.",,,,,,,
528,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-10",,,,,,,,"S-03-10",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-10.","S-03-10","IGS",,,,,
529,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-12",,,,,,,,"S-03-12",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-12.","S-03-12","IGS",,,,,
530,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-13",,,,,,,,"S-03-13",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-13.","S-03-13","IGS",,,,,
531,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-14",,,,,,,,"S-03-14",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-14.","S-03-14","IGS",,,,,
532,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-15",,,,,,,,"S-03-15",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-15.","S-03-15","IGS",,,,,
533,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-16",,,,,,,,"S-03-16",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-16.","S-03-16","IGS",,,,,
534,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-17",,,,,,,,"S-03-17",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-17.","S-03-17","IGS",,,,,
535,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-18",,,,,,,,"S-03-18",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-18.","S-03-18","IGS",,,,,
536,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-19",,,,,,,,"S-03-19",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-19.","S-03-19","IGS",,,,,
537,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-3",,,,,,,,"S-03-3",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-3.","S-03-3","IGS",,,,,
